Copyright 1986-2020 Xilinx, Inc. All Rights Reserved.
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2020.2 (lin64) Build 3064766 Wed Nov 18 09:12:47 MST 2020
| Date         : Wed Aug 20 19:19:34 2025
| Host         : u20-VirtualBox running 64-bit Ubuntu 20.04 LTS
| Command      : report_high_fanout_nets -file /home/u20/chipyard/fpga/generated-src/chipyard.fpga.arty.Arty35THarness.ServArtyConfig/obj/report/fanout.txt -timing -load_types -max_nets 25
| Design       : Arty35THarness
| Device       : xc7a35ti
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

High Fan-out Nets Information

1. Fanout Summary
-----------------

+-------------------------------------------------------------------------------------------------------------------------------------------------+--------+-------------+-----------------+-----------------+-----------------------------+-----------------------------+-----------------------------+-----------------------------+
|                                                                                                                                                 |        |             |                 |                 |         Clock Enable        |          Set/Reset          |         Data & Other        |            Clock            |
+-------------------------------------------------------------------------------------------------------------------------------------------------+--------+-------------+-----------------+-----------------+-------+----+----------------+-------+----+----------------+-------+----+----------------+-------+----+----------------+
| Net Name                                                                                                                                        | Fanout | Driver Type | Worst Slack(ns) | Worst Delay(ns) | Slice | IO | BRAM/DSP/OTHER | Slice | IO | BRAM/DSP/OTHER | Slice | IO | BRAM/DSP/OTHER | Slice | IO | BRAM/DSP/OTHER |
| chiptop0/system/cbus/coupler_to_bootrom/fragmenter/repeater/_cbus_auto_coupler_to_bootrom_fragmenter_anon_out_a_bits_address[10]                |    140 | LUT3        |          18.586 |           3.192 |     0 |  0 |              0 |     0 |  0 |              0 |   140 |  0 |              0 |     0 |  0 |              0 |
| chiptop0/system/cbus/coupler_to_bootrom/fragmenter/repeater/_cbus_auto_coupler_to_bootrom_fragmenter_anon_out_a_bits_address[6]                 |    136 | LUT3        |          16.047 |           4.123 |     0 |  0 |              0 |     0 |  0 |              0 |   136 |  0 |              0 |     0 |  0 |              0 |
| chiptop0/system/cbus/coupler_to_bootrom/fragmenter/repeater/Memory_reg_0_1_36_41_i_114_n_0                                                      |    135 | LUT3        |          19.342 |           2.370 |     0 |  0 |              0 |     0 |  0 |              0 |   135 |  0 |              0 |     0 |  0 |              0 |
| chiptop0/system/cbus/coupler_to_bootrom/fragmenter/repeater/Memory_reg_0_1_36_41_i_115_n_0                                                      |    135 | LUT5        |          16.876 |           2.076 |     0 |  0 |              0 |     0 |  0 |              0 |   135 |  0 |              0 |     0 |  0 |              0 |
| chiptop0/system/cbus/coupler_to_bootrom/fragmenter/repeater/Memory_reg_0_1_48_53_i_137__0_n_0                                                   |    133 | LUT3        |          17.271 |           3.004 |     0 |  0 |              0 |     0 |  0 |              0 |   133 |  0 |              0 |     0 |  0 |              0 |
| chiptop0/system/cbus/coupler_to_bootrom/fragmenter/repeater/_cbus_auto_coupler_to_bootrom_fragmenter_anon_out_a_bits_address[8]                 |    133 | LUT3        |          17.227 |           3.452 |     0 |  0 |              0 |     0 |  0 |              0 |   133 |  0 |              0 |     0 |  0 |              0 |
| chiptop0/system/cbus/coupler_to_bootrom/fragmenter/repeater/_cbus_auto_coupler_to_bootrom_fragmenter_anon_out_a_bits_address[9]                 |    133 | LUT3        |          16.580 |           3.724 |     0 |  0 |              0 |     0 |  0 |              0 |   133 |  0 |              0 |     0 |  0 |              0 |
| chiptop0/system/cbus/coupler_to_bootrom/fragmenter/repeater/Memory_reg_0_1_18_23_i_94_n_0                                                       |    131 | LUT3        |          17.831 |           3.271 |     0 |  0 |              0 |     0 |  0 |              0 |   131 |  0 |              0 |     0 |  0 |              0 |
+-------------------------------------------------------------------------------------------------------------------------------------------------+--------+-------------+-----------------+-----------------+-------+----+----------------+-------+----+----------------+-------+----+----------------+-------+----+----------------+


